Id,publisher,paper_title,year,topic,country,game,community,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,label_doi,Label 
10.1136/jnnp.48.1.50,,,,,,,37,1,0,1,1,0,1,0.001676,10.1136/jnnp.48.1.50,
10.1016/j.yfrne.2011.07.001,,,,,,,37,2,0,2,2,0,2,0.00384,10.1016/j.yfrne.2011.07.001,
10.1001/jamapsychiatry.2013.3181,,,,,,,37,1,0,1,1,0,1,0.001676,10.1001/jamapsychiatry.2013.3181,
10.1006/nimg.2001.0931,,,,,,,37,2,0,2,2,0,2,0.003351,10.1006/nimg.2001.0931,
10.1002/cne.20771,,,,,,,37,2,0,2,2,0,2,0.003351,10.1002/cne.20771,
10.1016/S0896-6273(04)00183-7,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/S0896-6273(04)00183-7,
10.1002/wcs.1266,,,,,,,37,1,0,1,1,0,1,0.001676,10.1002/wcs.1266,
10.1001/archgenpsychiatry.2007.26,,,,,,,37,1,0,1,1,0,1,0.001676,10.1001/archgenpsychiatry.2007.26,
10.1093/scan/nss083,,,,,,,37,1,0,1,1,0,1,0.001676,10.1093/scan/nss083,
10.1016/j.yhbeh.2012.01.008,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.yhbeh.2012.01.008,
10.1016/j.biopsych.2012.12.023,,,,,,,37,3,0,3,4,0,4,0.005515,10.1016/j.biopsych.2012.12.023,
10.1177/0963721411417547,,,,,,,37,1,0,1,1,0,1,0.001676,10.1177/0963721411417547,
10.3389/fnhum.2012.00004,,,,,,,37,1,0,1,1,0,1,0.001676,10.3389/fnhum.2012.00004,
10.1016/j.neuroimage.2015.01.042,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.neuroimage.2015.01.042,
10.3389/fnins.2013.00035,,,,,,,37,1,0,1,1,0,1,0.001676,10.3389/fnins.2013.00035,
10.1007/s00213-012-2775-0,,,,,,,37,1,0,1,1,0,1,0.001676,10.1007/s00213-012-2775-0,
10.1038/nn.3084,,,,,,,37,1,0,1,1,0,1,0.001676,10.1038/nn.3084,
10.1037/a0035503,,,,,,,37,1,0,1,1,0,1,0.001676,10.1037/a0035503,
10.1016/j.psyneuen.2010.04.007,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.psyneuen.2010.04.007,
10.1016/j.psyneuen.2013.06.019,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.psyneuen.2013.06.019,
10.1093/scan/nsm006,,,,,,,37,1,0,1,1,0,1,0.001676,10.1093/scan/nsm006,
10.1086/519795,,,,,,,37,1,0,1,1,0,1,0.001676,10.1086/519795,
10.1038/npp.2014.78,,,,,,,37,2,0,2,2,0,2,0.00384,10.1038/npp.2014.78,
10.1073/pnas.1314190110,,,,,,,37,1,0,1,1,0,1,0.001676,10.1073/pnas.1314190110,
10.1080/17470919.2013.863223,,,,,,,37,1,0,1,1,0,1,0.001676,10.1080/17470919.2013.863223,
10.3389/fnbeh.2013.00171,,,,,,,37,1,0,1,1,0,1,0.001676,10.3389/fnbeh.2013.00171,
10.1016/j.biopsych.2005.03.013,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.biopsych.2005.03.013,
10.1523/JNEUROSCI.3327-12.2012,,,,,,,37,1,0,1,1,0,1,0.001676,10.1523/JNEUROSCI.3327-12.2012,
10.1016/j.ajhg.2010.11.011,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.ajhg.2010.11.011,
10.1016/j.yhbeh.2012.01.016,,,,,,,37,1,0,1,1,0,1,0.001676,10.1016/j.yhbeh.2012.01.016,
10.1111/j.1540-4560.1972.tb00018.x,,,,,,,28,1,0,1,1,0,1,0.001676,10.1111/j.1540-4560.1972.tb00018.x,
10.1111/j.1471-6402.1985.tb00868.x,,,,,,,28,1,0,1,1,0,1,0.001676,10.1111/j.1471-6402.1985.tb00868.x,
10.1016/0022-1031(75)90003-7,,,,,,,28,1,0,1,1,0,1,0.001676,10.1016/0022-1031(75)90003-7,
10.1037/h0023282,,,,,,,47,4,0,4,4,0,4,0.008623,10.1037/h0023282,
10.1037/0003-066X.39.2.105,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0003-066X.39.2.105,
10.1037/h0035733,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/h0035733,
10.1037/0022-3514.46.4.735,,,,,,,28,2,0,2,2,0,2,0.003351,10.1037/0022-3514.46.4.735,
10.1111/j.1471-6402.1986.tb00751.x,,,,,,,28,2,0,2,2,0,2,0.003351,10.1111/j.1471-6402.1986.tb00751.x,
10.1037/h0076239,,,,,,,28,2,0,2,2,0,2,0.003351,10.1037/h0076239,
10.1037/0022-3514.41.2.232,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0022-3514.41.2.232,
10.1037/h0031456,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/h0031456,
10.1037/0022-3514.38.5.737,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0022-3514.38.5.737,
10.1037/h0034225,,,,,,,28,3,0,3,3,0,3,0.009906,10.1037/h0034225,
10.1016/0022-1031(82)90079-8,,,,,,,28,2,0,2,2,0,2,0.003351,10.1016/0022-1031(82)90079-8,
10.1007/BF03394587,,,,,,,28,1,0,1,1,0,1,0.001676,10.1007/BF03394587,
10.1037/14359-000,,,,,,,18,2,0,2,2,0,2,0.00391,10.1037/14359-000,
10.3758/BF03333266,,,,,,,28,1,0,1,1,0,1,0.001676,10.3758/BF03333266,
10.1016/S0065-2601(08)60028-3,,,,,,,44,4,0,4,4,0,4,0.013175,10.1016/S0065-2601(08)60028-3,
10.1037/0022-3514.40.3.465,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0022-3514.40.3.465,
10.1016/0022-1031(82)90054-3,,,,,,,28,1,0,1,1,0,1,0.001676,10.1016/0022-1031(82)90054-3,
10.1521/soco.1982.1.3.256,,,,,,,28,2,0,2,2,0,2,0.004483,10.1521/soco.1982.1.3.256,
10.1037/0022-3514.35.9.656,,,,,,,28,1,0,1,1,0,1,0.001676,10.1037/0022-3514.35.9.656,
10.1037/h0036679,,,,,,,28,2,0,2,2,0,2,0.003351,10.1037/h0036679,
10.1111/j.1471-6402.1986.tb00748.x,,,,,,,28,1,0,1,1,0,1,0.001676,10.1111/j.1471-6402.1986.tb00748.x,
10.1007/BF00288033,,,,,,,28,1,0,1,1,0,1,0.001676,10.1007/BF00288033,
10.1111/j.1471-6402.1986.tb00737.x,,,,,,,28,1,0,1,1,0,1,0.001676,10.1111/j.1471-6402.1986.tb00737.x,
10.1016/0022-1031(75)90009-8,,,,,,,28,1,0,1,1,0,1,0.001676,10.1016/0022-1031(75)90009-8,
10.1016/j.obhdp.2012.06.002,,,,,,,10,7,0,7,7,0,7,0.018734,10.1016/j.obhdp.2012.06.002,
10.5964/ejop.v9i3.603,,,,,,,37,1,0,1,1,0,1,0.002164,10.5964/ejop.v9i3.603,
10.1016/S0893-6080(99)00046-5,,,,,,,37,1,0,1,1,0,1,0.002164,10.1016/S0893-6080(99)00046-5,
10.1038/nn1560,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn1560,
10.1038/nn1209,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn1209,
10.1523/JNEUROSCI.2263-13.2014,,,,,,,37,1,0,1,1,0,1,0.002164,10.1523/JNEUROSCI.2263-13.2014,
10.1126/science.1252254,,,,,,,37,1,0,1,1,0,1,0.002164,10.1126/science.1252254,
10.1196/annals.1280.015,,,,,,,37,1,0,1,1,0,1,0.002164,10.1196/annals.1280.015,
10.1146/annurev.psych.60.110707.163514,,,,,,,37,1,0,1,1,0,1,0.002164,10.1146/annurev.psych.60.110707.163514,
10.1038/nn1968,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn1968,
10.1016/j.neuropsychologia.2010.09.023,,,,,,,37,1,0,1,1,0,1,0.002164,10.1016/j.neuropsychologia.2010.09.023,
10.1152/jn.00473.2012,,,,,,,37,1,0,1,1,0,1,0.002164,10.1152/jn.00473.2012,
10.1016/j.neuroimage.2012.05.081,,,,,,,37,1,0,1,1,0,1,0.002164,10.1016/j.neuroimage.2012.05.081,
10.1038/nn.2724,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn.2724,
10.1038/ng.2250,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/ng.2250,
10.1523/JNEUROSCI.1312-06.2006,,,,,,,37,1,0,1,1,0,1,0.002164,10.1523/JNEUROSCI.1312-06.2006,
10.1038/nn758,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn758,
10.4159/harvard.9780674065154,,,,,,,37,1,0,1,1,0,1,0.002164,10.4159/harvard.9780674065154,
10.1037/0012-1649.16.5.525,,,,,,,37,1,0,1,1,0,1,0.002164,10.1037/0012-1649.16.5.525,
10.1037/h0076466,,,,,,,33,2,0,2,2,0,2,0.00384,10.1037/h0076466,
10.1038/nn.3983,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn.3983,
10.1126/science.1210027,,,,,,,37,1,0,1,1,0,1,0.002164,10.1126/science.1210027,
10.1073/pnas.0900152106,,,,,,,37,2,0,2,2,0,2,0.007742,10.1073/pnas.0900152106,
10.1016/j.neuron.2004.09.027,,,,,,,37,3,0,3,3,0,3,0.008587,10.1016/j.neuron.2004.09.027,
10.1523/JNEUROSCI.15-09-05879.1995,,,,,,,37,1,0,1,1,0,1,0.002164,10.1523/JNEUROSCI.15-09-05879.1995,
10.3758/CABN.10.1.83,,,,,,,37,1,0,1,1,0,1,0.002164,10.3758/CABN.10.1.83,
10.1523/JNEUROSCI.3400-12.2013,,,,,,,37,1,0,1,1,0,1,0.002164,10.1523/JNEUROSCI.3400-12.2013,
10.1038/nn.2904,,,,,,,37,1,0,1,1,0,1,0.002164,10.1038/nn.2904,
10.1016/j.neuroimage.2005.02.018,,,,,,,37,2,0,2,2,0,2,0.00384,10.1016/j.neuroimage.2005.02.018,
10.1016/j.neuroimage.2004.12.034,,,,,,,37,1,0,1,1,0,1,0.002164,10.1016/j.neuroimage.2004.12.034,
10.1007/s00429-005-0025-5,,,,,,,37,1,0,1,1,0,1,0.002164,10.1007/s00429-005-0025-5,
10.1177/0146167299025006002,,,,,,,44,1,0,1,1,0,1,0.001676,10.1177/0146167299025006002,
10.1016/S0167-2681(97)00057-7,,,,,,,26,1,0,1,1,0,1,0.002723,10.1016/S0167-2681(97)00057-7,
10.1007/BF01669342,,,,,,,26,1,0,1,1,0,1,0.002723,10.1007/BF01669342,
10.2307/2937787,,,,,,,26,1,0,1,1,0,1,0.001676,10.2307/2937787,
10.1257/aer.96.5.1906,,,,,,,26,1,0,1,1,0,1,0.001676,10.1257/aer.96.5.1906,
10.1257/aer.96.5.1912,,,,,,,26,1,0,1,1,0,1,0.001676,10.1257/aer.96.5.1912,
10.1086/653487,,,,,,,26,1,0,1,1,0,1,0.001676,10.1086/653487,
10.1007/s10683-010-9261-5,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s10683-010-9261-5,
10.1016/j.jebo.2012.03.009,,,,,,,26,2,0,2,2,0,2,0.003351,10.1016/j.jebo.2012.03.009,
10.1016/S0305-750X(01)00012-2,,,,,,,26,2,0,2,2,0,2,0.003351,10.1016/S0305-750X(01)00012-2,
10.1257/0002828041464434,,,,,,,26,1,0,1,1,0,1,0.001676,10.1257/0002828041464434,
10.2307/2393222,,,,,,,26,2,0,2,2,0,2,0.007099,10.2307/2393222,
10.1086/261957,,,,,,,26,3,0,3,3,0,3,0.011325,10.1086/261957,
10.1086/375383,,,,,,,26,1,0,1,1,0,1,0.002164,10.1086/375383,
10.1016/S0047-2727(02)00178-0,,,,,,,26,1,0,1,1,0,1,0.002164,10.1016/S0047-2727(02)00178-0,
10.1037/0003-066X.54.3.165,,,,,,,26,1,0,1,1,0,1,0.002164,10.1037/0003-066X.54.3.165,
10.1007/s10683-011-9312-6,,,,,,,26,2,0,2,2,0,2,0.00384,10.1007/s10683-011-9312-6,
10.1086/588699,,,,,,,26,1,0,1,1,0,1,0.002164,10.1086/588699,
10.1111/j.1467-9779.2004.00157.x,,,,,,,26,3,0,3,3,0,3,0.005515,10.1111/j.1467-9779.2004.00157.x,
10.1086/669253,,,,,,,26,2,0,2,2,0,2,0.00384,10.1086/669253,
10.1037/0022-3514.85.6.1193,,,,,,,26,1,0,1,1,0,1,0.002164,10.1037/0022-3514.85.6.1193,
10.1126/science.1132491,,,,,,,26,4,0,4,4,0,4,0.011582,10.1126/science.1132491,
10.1037/0022-3514.38.1.23,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/0022-3514.38.1.23,
10.1037/0022-3514.36.1.56,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/0022-3514.36.1.56,
10.1037/h0026814,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/h0026814,
10.1037/11060-000,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/11060-000,
10.1037/h0028777,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/h0028777,
10.1037/0022-3514.33.4.403,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/0022-3514.33.4.403,
10.1037/h0022733,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/h0022733,
10.1037/0022-3514.38.2.348,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/0022-3514.38.2.348,
10.1037/h0034949,,,,,,,5,1,0,1,1,0,1,0.001676,10.1037/h0034949,
10.4337/9781843763017.00038,,,,,,,26,1,0,1,1,0,1,0.002941,10.4337/9781843763017.00038,
10.1016/0047-2727(95)01564-7,,,,,,,26,3,0,3,3,0,3,0.011659,10.1016/0047-2727(95)01564-7,
10.2139/ssrn.1788915,,,,,,,26,2,0,2,2,0,2,0.005176,10.2139/ssrn.1788915,
10.1080/01621459.1963.10500845,,,,,,,26,1,0,1,1,0,1,0.002941,10.1080/01621459.1963.10500845,
10.2307/1961366,,,,,,,42,3,0,3,3,0,3,0.005515,10.2307/1961366,
10.1023/B:THEO.0000047477.13948.ad,,,,,,,42,1,0,1,1,0,1,0.001676,10.1023/B:THEO.0000047477.13948.ad,
10.1037/a0016073,,,,,,,42,2,0,2,2,0,2,0.003351,10.1037/a0016073,
10.1177/0022002797041004001,,,,,,,42,1,0,1,1,0,1,0.001676,10.1177/0022002797041004001,
10.1016/0162-3095(93)90020-I,,,,,,,42,6,0,6,6,0,6,0.014444,10.1016/0162-3095(93)90020-I,
10.1086/229821,,,,,,,42,4,0,4,4,0,4,0.007191,10.1086/229821,
10.1177/0022002790034003005,,,,,,,42,1,0,1,1,0,1,0.001676,10.1177/0022002790034003005,
10.1037/0022-3514.63.4.596,,,,,,,8,3,0,3,3,0,3,0.005027,10.1037/0022-3514.63.4.596,
10.1126/science.1144241,,,,,,,8,1,0,1,1,0,1,0.001676,10.1126/science.1144241,
10.1086/341653,,,,,,,8,1,0,1,1,0,1,0.001676,10.1086/341653,
10.1007/s10539-011-9295-x,,,,,,,8,1,0,1,1,0,1,0.001676,10.1007/s10539-011-9295-x,
10.1002/bs.3830030103,,,,,,,50,6,0,6,6,0,6,0.023338,10.1002/bs.3830030103,
10.1111/j.1467-9280.2009.02270.x,,,,,,,8,2,0,2,2,0,2,0.00384,10.1111/j.1467-9280.2009.02270.x,
10.1086/529447,,,,,,,8,1,0,1,1,0,1,0.001676,10.1086/529447,
10.1007/s12110-003-1015-z,,,,,,,8,1,0,1,1,0,1,0.001676,10.1007/s12110-003-1015-z,
10.1080/07421222.1998.11518185,,,,,,,8,1,0,1,1,0,1,0.001676,10.1080/07421222.1998.11518185,
10.1073/pnas.1016955108,,,,,,,8,1,0,1,1,0,1,0.001676,10.1073/pnas.1016955108,
10.1037/0022-3514.78.2.223,,,,,,,8,1,0,1,1,0,1,0.001676,10.1037/0022-3514.78.2.223,
10.1002/job.4030150307,,,,,,,8,1,0,1,1,0,1,0.001676,10.1002/job.4030150307,
10.1111/j.1751-9004.2010.00254.x,,,,,,,8,1,0,1,1,0,1,0.001676,10.1111/j.1751-9004.2010.00254.x,
10.1007/s12110-003-1000-6,,,,,,,8,2,0,2,2,0,2,0.003351,10.1007/s12110-003-1000-6,
10.1086/379260,,,,,,,8,2,0,2,2,0,2,0.003351,10.1086/379260,
10.1026/0012-1924.55.3.174,,,,,,,8,1,0,1,1,0,1,0.001676,10.1026/0012-1924.55.3.174,
10.1016/S1364-6613(03)00135-9,,,,,,,8,1,0,1,1,0,1,0.001676,10.1016/S1364-6613(03)00135-9,
10.1037/a0021302,,,,,,,50,3,0,3,3,0,3,0.005515,10.1037/a0021302,
10.1111/j.0963-7214.2004.01501012.x,,,,,,,8,2,0,2,2,0,2,0.003351,10.1111/j.0963-7214.2004.01501012.x,
10.1016/S0022-1031(03)00014-3,,,,,,,8,1,0,1,1,0,1,0.001676,10.1016/S0022-1031(03)00014-3,
10.2139/ssrn.2567326,,,,,,,26,1,0,1,1,0,1,0.002164,10.2139/ssrn.2567326,
10.1016/0094-1190(78)90018-9,,,,,,,26,1,0,1,1,0,1,0.002164,10.1016/0094-1190(78)90018-9,
10.1017/S0140525X1100166X,,,,,,,26,1,0,1,1,0,1,0.002164,10.1017/S0140525X1100166X,
10.2139/ssrn.514182,,,,,,,26,1,0,1,1,0,1,0.002164,10.2139/ssrn.514182,
10.1111/j.1467-9779.2011.01515.x,,,,,,,26,3,0,3,3,0,3,0.007469,10.1111/j.1467-9779.2011.01515.x,
10.1093/acprof:oso/9780199300730.003.0011,,,,,,,26,1,0,1,1,0,1,0.002164,10.1093/acprof:oso/9780199300730.003.0011,
10.1093/acprof:oso/9780199300730.003.0006,,,,,,,26,1,0,1,1,0,1,0.002164,10.1093/acprof:oso/9780199300730.003.0006,
10.1086/467630,,,,,,,26,1,0,1,1,0,1,0.002164,10.1086/467630,
10.1016/0022-1031(66)90005-9,,,,,,,47,6,0,6,6,0,6,0.013357,10.1016/0022-1031(66)90005-9,
10.1037/h0023654,,,,,,,47,5,0,5,5,0,5,0.01217,10.1037/h0023654,
10.2307/2786513,,,,,,,44,4,0,4,4,0,4,0.025946,10.2307/2786513,
10.1037/0022-3514.38.4.629,,,,,,,44,3,0,3,3,0,3,0.035695,10.1037/0022-3514.38.4.629,
10.1037/0022-3514.43.6.1214,,,,,,,44,1,0,1,1,0,1,0.01392,10.1037/0022-3514.43.6.1214,
10.1037/0022-3514.40.2.303,,,,,,,35,2,0,2,2,0,2,0.016162,10.1037/0022-3514.40.2.303,
10.1016/S0921-8890(02)00206-3,,,,,,,18,1,0,1,1,0,1,0.001676,10.1016/S0921-8890(02)00206-3,
10.1016/0167-7187(95)00495-5,,,,,,,18,1,0,1,1,0,1,0.001676,10.1016/0167-7187(95)00495-5,
10.1007/978-3-642-29210-1_32,,,,,,,18,1,0,1,1,0,1,0.001676,10.1007/978-3-642-29210-1_32,
10.1002/sres.833,,,,,,,18,1,0,1,1,0,1,0.001676,10.1002/sres.833,
10.1006/obhd.1993.1039,,,,,,,44,2,0,2,2,0,2,0.011555,10.1006/obhd.1993.1039,
10.1002/ejsp.155,,,,,,,44,1,0,1,1,0,1,0.001676,10.1002/ejsp.155,
10.1037/h0035734,,,,,,,47,6,0,6,6,0,6,0.022502,10.1037/h0035734,
10.1002/ejsp.2420170405,,,,,,,44,2,0,2,2,0,2,0.00384,10.1002/ejsp.2420170405,
10.1177/002200275900300206,,,,,,,44,1,0,1,1,0,1,0.001676,10.1177/002200275900300206,
10.1177/002200275900300401,,,,,,,47,5,0,5,5,0,5,0.028913,10.1177/002200275900300401,
10.1111/j.1559-1816.1973.tb02800.x,,,,,,,44,1,0,1,1,0,1,0.001676,10.1111/j.1559-1816.1973.tb02800.x,
10.1002/bs.3830290102,,,,,,,44,1,0,1,1,0,1,0.001676,10.1002/bs.3830290102,
10.1037/0022-3514.87.4.510,,,,,,,38,3,0,3,3,0,3,0.005027,10.1037/0022-3514.87.4.510,
10.1037/0022-3514.84.1.18,,,,,,,30,1,0,1,1,0,1,0.001676,10.1037/0022-3514.84.1.18,
10.1521/soco.21.6.447.28687,,,,,,,30,1,0,1,1,0,1,0.001676,10.1521/soco.21.6.447.28687,
10.1287/mksc.1060.0247,,,,,,,30,1,0,1,1,0,1,0.001676,10.1287/mksc.1060.0247,
10.1016/j.jpubeco.2007.07.006,,,,,,,30,1,0,1,1,0,1,0.001676,10.1016/j.jpubeco.2007.07.006,
10.1016/j.socec.2013.08.007,,,,,,,30,1,0,1,1,0,1,0.001676,10.1016/j.socec.2013.08.007,
10.1126/science.1193044,,,,,,,30,1,0,1,1,0,1,0.001676,10.1126/science.1193044,
10.5465/AMP.2009.39985540,,,,,,,30,1,0,1,1,0,1,0.001676,10.5465/AMP.2009.39985540,
10.1126/science.1231566,,,,,,,28,2,0,2,2,0,2,0.003351,10.1126/science.1231566,
10.1016/j.jebo.2013.01.005,,,,,,,30,2,0,2,2,0,2,0.003351,10.1016/j.jebo.2013.01.005,
10.1126/science.1186744,,,,,,,30,1,0,1,1,0,1,0.001676,10.1126/science.1186744,
10.1073/pnas.1120893109,,,,,,,10,2,0,2,2,0,2,0.003351,10.1073/pnas.1120893109,
10.1509/jppm.21.1.78.17600,,,,,,,30,1,0,1,1,0,1,0.001676,10.1509/jppm.21.1.78.17600,
10.1007/BF02393135,,,,,,,30,1,0,1,1,0,1,0.001676,10.1007/BF02393135,
10.1016/j.joep.2015.10.001,,,,,,,30,1,0,1,1,0,1,0.001676,10.1016/j.joep.2015.10.001,
10.1086/506337,,,,,,,30,2,0,2,2,0,2,0.003351,10.1086/506337,
10.1287/mnsc.1090.1043,,,,,,,30,1,0,1,1,0,1,0.001676,10.1287/mnsc.1090.1043,
10.1509/jmkg.68.4.16.42726,,,,,,,30,1,0,1,1,0,1,0.001676,10.1509/jmkg.68.4.16.42726,
10.1037/npe0000050,,,,,,,30,1,0,1,1,0,1,0.001676,10.1037/npe0000050,
10.1111/j.1745-6606.2005.00006.x,,,,,,,30,1,0,1,1,0,1,0.001676,10.1111/j.1745-6606.2005.00006.x,
10.1016/j.socec.2009.10.001,,,,,,,28,3,0,3,3,0,3,0.007487,10.1016/j.socec.2009.10.001,
10.1111/j.1467-6494.1995.tb00501.x,,,,,,,19,2,0,2,2,0,2,0.00391,10.1111/j.1467-6494.1995.tb00501.x,
10.1037/0022-3514.57.5.749,,,,,,,30,1,0,1,1,0,1,0.001676,10.1037/0022-3514.57.5.749,
10.1257/jep.27.4.121,,,,,,,30,1,0,1,1,0,1,0.001676,10.1257/jep.27.4.121,
10.1287/mnsc.1120.1630,,,,,,,30,1,0,1,1,0,1,0.001676,10.1287/mnsc.1120.1630,
10.1037/a0016984,,,,,,,30,1,0,1,1,0,1,0.001676,10.1037/a0016984,
10.1111/jeea.12179,,,,,,,26,1,0,1,1,0,1,0.002164,10.1111/jeea.12179,
10.1016/j.econlet.2012.10.030,,,,,,,26,2,0,2,2,0,2,0.00384,10.1016/j.econlet.2012.10.030,
10.1007/s10683-008-9206-4,,,,,,,26,1,0,1,1,0,1,0.002164,10.1007/s10683-008-9206-4,
10.1016/j.joep.2004.08.004,,,,,,,26,1,0,1,1,0,1,0.002164,10.1016/j.joep.2004.08.004,
10.1007/s10683-015-9475-7,,,,,,,26,1,0,1,1,0,1,0.002164,10.1007/s10683-015-9475-7,
10.1016/j.jpubeco.2008.03.010,,,,,,,26,1,0,1,1,0,1,0.002164,10.1016/j.jpubeco.2008.03.010,
10.1037/0022-3514.52.1.81,,,,,,,29,2,0,2,2,0,2,0.007369,10.1037/0022-3514.52.1.81,
10.1103/PhysRevLett.97.258103,,,,,,,10,5,0,5,5,0,5,0.02098,10.1103/PhysRevLett.97.258103,
10.1038/nature07532,,,,,,,10,1,0,1,1,0,1,0.008854,10.1038/nature07532,
10.1038/nature05784,,,,,,,10,3,0,3,3,0,3,0.016202,10.1038/nature05784,
10.1006/anbe.1993.1089,,,,,,,18,3,0,3,3,0,3,0.016839,10.1006/anbe.1993.1089,
10.1126/science.1127207,,,,,,,10,3,0,3,3,0,3,0.045914,10.1126/science.1127207,
10.1073/pnas.0808147106,,,,,,,10,2,0,2,2,0,2,0.023473,10.1073/pnas.0808147106,
10.1056/NEJMsa066082,,,,,,,10,2,0,2,2,0,2,0.031295,10.1056/NEJMsa066082,
10.1136/bmj.a2338,,,,,,,10,1,0,1,1,0,1,0.008854,10.1136/bmj.a2338,
10.1287/mnsc.1040.0349,,,,,,,10,1,0,1,1,0,1,0.008854,10.1287/mnsc.1040.0349,
10.1056/NEJMsa0706154,,,,,,,10,1,0,1,1,0,1,0.008854,10.1056/NEJMsa0706154,
10.1037/a0016076,,,,,,,10,1,0,1,1,0,1,0.008854,10.1037/a0016076,
10.1146/annurev.soc.27.1.415,,,,,,,10,5,0,5,5,0,5,0.022212,10.1146/annurev.soc.27.1.415,
10.1162/qjec.2009.124.4.1815,,,,,,,10,1,0,1,1,0,1,0.008854,10.1162/qjec.2009.124.4.1815,
10.1017/S0003055408080039,,,,,,,10,1,0,1,1,0,1,0.008854,10.1017/S0003055408080039,
10.2307/3069445,,,,,,,10,1,0,1,1,0,1,0.008854,10.2307/3069445,
10.1037/0022-3514.49.4.1110,,,,,,,10,1,0,1,1,0,1,0.008854,10.1037/0022-3514.49.4.1110,
10.1038/ijo.2008.150,,,,,,,10,1,0,1,1,0,1,0.008854,10.1038/ijo.2008.150,
10.1016/j.joep.2008.07.010,,,,,,,10,2,0,2,2,0,2,0.011159,10.1016/j.joep.2008.07.010,
10.1073/pnas.0806746106,,,,,,,10,2,0,2,2,0,2,0.031295,10.1073/pnas.0806746106,
10.1056/NEJMoa0803645,,,,,,,10,1,0,1,1,0,1,0.008854,10.1056/NEJMoa0803645,
10.2307/1914031,,,,,,,10,1,0,1,1,0,1,0.008854,10.2307/1914031,
10.1037/h0057906,,,,,,,44,4,0,4,4,0,4,0.042539,10.1037/h0057906,
10.2307/2785895,,,,,,,44,1,0,1,1,0,1,0.00771,10.2307/2785895,
10.1037/h0045331,,,,,,,44,1,0,1,1,0,1,0.00771,10.1037/h0045331,
10.2307/2786599,,,,,,,44,2,0,2,2,0,2,0.012738,10.2307/2786599,
10.1016/0022-1031(65)90015-6,,,,,,,44,2,0,2,2,0,2,0.027876,10.1016/0022-1031(65)90015-6,
10.1016/j.joep.2013.06.005,,,,,,,26,2,0,2,2,0,2,0.004399,10.1016/j.joep.2013.06.005,
10.2139/ssrn.1763442,,,,,,,26,1,0,1,1,0,1,0.002235,10.2139/ssrn.1763442,
10.1007/978-3-642-95874-8,,,,,,,44,1,0,1,1,0,1,0.002164,10.1007/978-3-642-95874-8,
10.1515/auk-1993-0103,,,,,,,44,1,0,1,1,0,1,0.002164,10.1515/auk-1993-0103,
10.1080/0022250X.1988.9990037,,,,,,,44,2,0,2,2,0,2,0.011344,10.1080/0022250X.1988.9990037,
10.1016/j.jebo.2011.10.002,,,,,,,30,1,0,1,1,0,1,0.002164,10.1016/j.jebo.2011.10.002,
10.1016/j.geb.2014.05.001,,,,,,,30,2,0,2,2,0,2,0.004817,10.1016/j.geb.2014.05.001,
10.2307/2950433,,,,,,,30,2,0,2,2,0,2,0.005376,10.2307/2950433,
10.1093/acprof:oso/9780195300796.001.0001,,,,,,,30,1,0,1,1,0,1,0.002164,10.1093/acprof:oso/9780195300796.001.0001,
10.1016/S0167-2681(01)00223-2,,,,,,,30,4,0,4,4,0,4,0.011209,10.1016/S0167-2681(01)00223-2,
10.1016/j.econlet.2013.07.012,,,,,,,30,1,0,1,1,0,1,0.002164,10.1016/j.econlet.2013.07.012,
10.1007/BF00134151,,,,,,,30,1,0,1,1,0,1,0.002164,10.1007/BF00134151,
10.1177/002200276701100406,,,,,,,47,2,0,2,2,0,2,0.016736,10.1177/002200276701100406,
