Id,publisher,paper_title,year,topic,country,game,community,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,eigencentrality,label_doi,Label 
10.1177/002200276801200105,,,,,,,47,3,0,3,3,0,3,0.019445,10.1177/002200276801200105,
10.1037/0022-3514.32.4.699,,,,,,,47,2,0,2,2,0,2,0.021356,10.1037/0022-3514.32.4.699,
10.1037//0033-2909.85.4.772,,,,,,,47,1,0,1,1,0,1,0.002312,10.1037//0033-2909.85.4.772,
10.1177/0146167284103008,,,,,,,47,2,0,2,2,0,2,0.021356,10.1177/0146167284103008,
10.1037/h0024306,,,,,,,47,6,0,6,6,0,6,0.011889,10.1037/h0024306,
10.1086/467773,,,,,,,32,4,0,4,4,0,4,0.009215,10.1086/467773,
10.1016/0022-1031(86)90052-1,,,,,,,32,1,0,1,1,0,1,0.001676,10.1016/0022-1031(86)90052-1,
10.1017/S0003055400188409,,,,,,,32,2,0,2,2,0,2,0.003351,10.1017/S0003055400188409,
10.3998/mpub.7687,,,,,,,18,3,0,3,3,0,3,0.006004,10.3998/mpub.7687,
10.1162/154247603322493159,,,,,,,26,1,0,1,1,0,1,0.001676,10.1162/154247603322493159,
10.1023/A:1016380207200,,,,,,,26,1,0,1,1,0,1,0.001676,10.1023/A:1016380207200,
10.1007/BF01064184,,,,,,,26,2,0,2,3,0,3,0.004469,10.1007/BF01064184,
10.1016/S1053-5357(02)00120-8,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/S1053-5357(02)00120-8,
10.3200/JECE.40.2.173-187,,,,,,,26,1,0,1,1,0,1,0.001676,10.3200/JECE.40.2.173-187,
10.1002/(SICI)1099-1468(199806/08)19:4/5<327::AID-MDE894>3.0.CO;2-X,,,,,,,26,1,0,1,1,0,1,0.001676,10.1002/(SICI)1099-1468(199806/08)19:4/5<327::AID-MDE894>3.0.CO;2-X,
10.2307/3003320,,,,,,,26,2,0,2,2,0,2,0.00384,10.2307/3003320,
10.1016/S0167-7187(99)00038-7,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/S0167-7187(99)00038-7,
10.1016/j.euroecorev.2006.10.007,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.euroecorev.2006.10.007,
10.1111/j.1539-6975.2010.01391.x,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/j.1539-6975.2010.01391.x,
10.1111/1468-2354.00139,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/1468-2354.00139,
10.1016/0167-6296(91)90024-H,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/0167-6296(91)90024-H,
10.1016/j.jebo.2007.02.001,,,,,,,26,2,0,2,2,0,2,0.006257,10.1016/j.jebo.2007.02.001,
10.1016/0022-2496(88)90042-9,,,,,,,44,1,0,1,1,0,1,0.001676,10.1016/0022-2496(88)90042-9,
10.3758/BF03196480,,,,,,,44,1,0,1,1,0,1,0.001676,10.3758/BF03196480,
10.1016/S0749-5978(02)00527-7,,,,,,,44,4,0,4,4,0,4,0.008238,10.1016/S0749-5978(02)00527-7,
10.1016/j.joep.2008.12.003,,,,,,,44,1,0,1,1,0,1,0.001676,10.1016/j.joep.2008.12.003,
10.1007/978-3-642-01639-4_1,,,,,,,44,1,0,1,1,0,1,0.001676,10.1007/978-3-642-01639-4_1,
10.1002/bdm.560,,,,,,,44,1,0,1,1,0,1,0.001676,10.1002/bdm.560,
10.1001/jama.1995.03520280048038,,,,,,,44,1,0,1,1,0,1,0.001676,10.1001/jama.1995.03520280048038,
10.1037/0022-3514.89.6.845,,,,,,,35,3,0,3,3,0,3,0.008968,10.1037/0022-3514.89.6.845,
10.1111/j.1467-9280.1992.tb00047.x,,,,,,,44,1,0,1,1,0,1,0.001676,10.1111/j.1467-9280.1992.tb00047.x,
10.1016/j.tics.2005.02.002,,,,,,,37,1,0,1,1,0,1,0.002466,10.1016/j.tics.2005.02.002,
10.1257/0022051053737843,,,,,,,44,5,0,5,5,0,5,0.014316,10.1257/0022051053737843,
10.7551/mitpress/2302.001.0001,,,,,,,37,1,0,1,1,0,1,0.002466,10.7551/mitpress/2302.001.0001,
10.1016/j.geb.2004.06.011,,,,,,,37,1,0,1,1,0,1,0.002466,10.1016/j.geb.2004.06.011,
10.3758/BF03202431,,,,,,,37,1,0,1,1,0,1,0.002466,10.3758/BF03202431,
10.1038/2151519a0,,,,,,,37,1,0,1,1,0,1,0.002466,10.1038/2151519a0,
10.1073/pnas.0402239101,,,,,,,37,1,0,1,1,0,1,0.002466,10.1073/pnas.0402239101,
10.1016/j.neuron.2004.10.014,,,,,,,37,1,0,1,1,0,1,0.002466,10.1016/j.neuron.2004.10.014,
10.1006/nimg.2001.0913,,,,,,,37,1,0,1,1,0,1,0.002466,10.1006/nimg.2001.0913,
10.1901/jeab.2003.79-409,,,,,,,37,1,0,1,1,0,1,0.002466,10.1901/jeab.2003.79-409,
10.1111/1467-9280.02438,,,,,,,37,1,0,1,1,0,1,0.002466,10.1111/1467-9280.02438,
10.1126/science.7434014,,,,,,,37,1,0,1,1,0,1,0.002466,10.1126/science.7434014,
10.1126/science.133.3446.80,,,,,,,37,1,0,1,1,0,1,0.002466,10.1126/science.133.3446.80,
10.1098/rstb.2008.0256,,,,,,,26,1,0,1,1,0,1,0.019918,10.1098/rstb.2008.0256,
10.1111/j.1468-0262.2008.00860.x,,,,,,,26,3,0,3,3,0,3,0.025511,10.1111/j.1468-0262.2008.00860.x,
10.1111/1468-0297.00077,,,,,,,26,5,0,5,5,0,5,0.039848,10.1111/1468-0297.00077,
10.1016/j.jebo.2003.07.004,,,,,,,26,1,0,1,1,0,1,0.019918,10.1016/j.jebo.2003.07.004,
10.1098/rstb.2008.0257,,,,,,,26,1,0,1,1,0,1,0.019918,10.1098/rstb.2008.0257,
10.1098/rstb.2008.0233,,,,,,,26,1,0,1,1,0,1,0.019918,10.1098/rstb.2008.0233,
10.2139/ssrn.352540,,,,,,,26,1,0,1,1,0,1,0.019918,10.2139/ssrn.352540,
10.1016/S0167-4870(99)00009-4,,,,,,,26,1,0,1,1,0,1,0.019918,10.1016/S0167-4870(99)00009-4,
10.1017/CBO9781139174176,,,,,,,44,3,0,3,3,0,3,0.03342,10.1017/CBO9781139174176,
10.1111/1467-9442.00269,,,,,,,26,2,0,2,2,0,2,0.021593,10.1111/1467-9442.00269,
10.1016/j.tree.2005.07.012,,,,,,,26,1,0,1,1,0,1,0.019918,10.1016/j.tree.2005.07.012,
10.1098/rstb.2008.0263,,,,,,,26,1,0,1,1,0,1,0.019918,10.1098/rstb.2008.0263,
10.1016/j.jebo.2003.10.013,,,,,,,26,1,0,1,1,0,1,0.019918,10.1016/j.jebo.2003.10.013,
10.2307/2657288,,,,,,,26,4,0,4,4,0,4,0.113123,10.2307/2657288,
10.1016/j.evolhumbehav.2007.08.002,,,,,,,26,4,0,4,4,0,4,0.024944,10.1016/j.evolhumbehav.2007.08.002,
10.1348/000712606X129213,,,,,,,26,1,0,1,1,0,1,0.019918,10.1348/000712606X129213,
10.1126/science.1143918,,,,,,,34,3,0,3,3,0,3,0.024826,10.1126/science.1143918,
10.3386/w14131,,,,,,,26,1,0,1,1,0,1,0.019918,10.3386/w14131,
10.1098/rstb.2008.0258,,,,,,,26,1,0,1,1,0,1,0.019918,10.1098/rstb.2008.0258,
10.1016/j.joep.2006.09.001,,,,,,,33,3,0,3,3,0,3,0.023757,10.1016/j.joep.2006.09.001,
10.1017/S0140525X05000129,,,,,,,26,2,0,2,2,0,2,0.031744,10.1017/S0140525X05000129,
10.1348/014466607X218212,,,,,,,24,3,0,3,3,0,3,0.023269,10.1348/014466607X218212,
10.1006/obhd.1999.2846,,,,,,,29,3,0,3,3,0,3,0.011325,10.1006/obhd.1999.2846,
10.1006/obhd.1993.1025,,,,,,,26,1,0,1,1,0,1,0.007485,10.1006/obhd.1993.1025,
10.1111/j.1468-0262.2004.00537.x,,,,,,,26,2,0,2,2,0,2,0.009161,10.1111/j.1468-0262.2004.00537.x,
10.1007/978-1-4757-2654-1,,,,,,,26,3,0,3,3,0,3,0.01342,10.1007/978-1-4757-2654-1,
10.1111/j.1467-937X.2009.00557.x,,,,,,,26,1,0,1,1,0,1,0.007485,10.1111/j.1467-937X.2009.00557.x,
10.1023/A:1009957816843,,,,,,,26,2,0,2,2,0,2,0.010767,10.1023/A:1009957816843,
10.1111/j.1465-7295.1993.tb00881.x,,,,,,,28,2,0,2,2,0,2,0.010128,10.1111/j.1465-7295.1993.tb00881.x,
10.2139/ssrn.1491500,,,,,,,26,2,0,2,2,0,2,0.019312,10.2139/ssrn.1491500,
10.1016/0749-5978(88)90023-4,,,,,,,26,1,0,1,1,0,1,0.007485,10.1016/0749-5978(88)90023-4,
10.2307/1880748,,,,,,,26,4,0,4,4,0,4,0.101739,10.2307/1880748,
10.1177/1043463107075108,,,,,,,26,1,0,1,1,0,1,0.011827,10.1177/1043463107075108,
10.1098/rstb.2010.0124,,,,,,,26,2,0,2,2,0,2,0.013502,10.1098/rstb.2010.0124,
10.1257/aer.98.1.294,,,,,,,26,1,0,1,1,0,1,0.011827,10.1257/aer.98.1.294,
10.1162/qjec.2010.125.2.811,,,,,,,26,2,0,2,2,0,2,0.013502,10.1162/qjec.2010.125.2.811,
10.1016/j.jebo.2006.04.006,,,,,,,26,1,0,1,1,0,1,0.011827,10.1016/j.jebo.2006.04.006,
10.1016/j.joep.2009.06.004,,,,,,,26,1,0,1,1,0,1,0.011827,10.1016/j.joep.2009.06.004,
10.1037/0033-2909.127.4.451,,,,,,,26,1,0,1,1,0,1,0.011827,10.1037/0033-2909.127.4.451,
10.1016/j.jebo.2009.09.008,,,,,,,26,1,0,1,1,0,1,0.011827,10.1016/j.jebo.2009.09.008,
10.1111/j.1467-985X.2009.00591.x,,,,,,,26,1,0,1,1,0,1,0.011827,10.1111/j.1467-985X.2009.00591.x,
10.1162/jeea.2007.5.2-3.305,,,,,,,26,1,0,1,1,0,1,0.011827,10.1162/jeea.2007.5.2-3.305,
10.1257/jep.20.2.23,,,,,,,26,1,0,1,1,0,1,0.011827,10.1257/jep.20.2.23,
10.1162/JEEA.2008.6.2-3.295,,,,,,,26,1,0,1,1,0,1,0.011827,10.1162/JEEA.2008.6.2-3.295,
10.1146/annurev.psych.60.110707.163655,,,,,,,26,1,0,1,1,0,1,0.011827,10.1146/annurev.psych.60.110707.163655,
10.1002/wcs.7,,,,,,,26,1,0,1,1,0,1,0.011827,10.1002/wcs.7,
10.1126/science.1146282,,,,,,,26,1,0,1,1,0,1,0.011827,10.1126/science.1146282,
10.1596/1813-9450-5040,,,,,,,26,1,0,1,1,0,1,0.011827,10.1596/1813-9450-5040,
10.1111/j.1468-0297.2005.00998.x,,,,,,,26,1,0,1,1,0,1,0.011827,10.1111/j.1468-0297.2005.00998.x,
10.1016/j.joep.2006.06.003,,,,,,,26,2,0,2,2,0,2,0.015527,10.1016/j.joep.2006.06.003,
10.1098/rstb.2010.0146,,,,,,,26,2,0,2,2,0,2,0.013502,10.1098/rstb.2010.0146,
10.1098/rstb.2010.0159,,,,,,,26,3,0,3,3,0,3,0.016714,10.1098/rstb.2010.0159,
10.1037/0033-295X.98.2.224,,,,,,,16,7,0,7,7,0,7,0.024625,10.1037/0033-295X.98.2.224,
10.1111/j.1467-9655.2009.01561.x,,,,,,,26,1,0,1,1,0,1,0.011827,10.1111/j.1467-9655.2009.01561.x,
10.1126/science.1184719,,,,,,,26,1,0,1,1,0,1,0.011827,10.1126/science.1184719,
10.1007/s12110-999-1004-y,,,,,,,26,2,0,2,2,0,2,0.013991,10.1007/s12110-999-1004-y,
10.1016/j.jebo.2009.02.008,,,,,,,26,2,0,2,2,0,2,0.013502,10.1016/j.jebo.2009.02.008,
10.1162/qjec.2008.123.3.905,,,,,,,26,2,0,2,2,0,2,0.013502,10.1162/qjec.2008.123.3.905,
10.7551/mitpress/8470.001.0001,,,,,,,10,4,0,4,4,0,4,0.022882,10.7551/mitpress/8470.001.0001,
10.1007/BF00055564,,,,,,,26,5,0,5,5,0,5,0.011527,10.1007/BF00055564,
10.4159/9780674915855,,,,,,,26,1,0,1,1,0,1,0.002164,10.4159/9780674915855,
10.1073/pnas.1400830111,,,,,,,43,2,0,2,2,0,2,0.00384,10.1073/pnas.1400830111,
10.1126/science.aaf8317,,,,,,,26,1,0,1,1,0,1,0.002164,10.1126/science.aaf8317,
10.1016/j.jpubeco.2010.10.011,,,,,,,19,4,0,4,4,0,4,0.010495,10.1016/j.jpubeco.2010.10.011,
10.1007/s10683-016-9477-0,,,,,,,26,1,0,1,1,0,1,0.002164,10.1007/s10683-016-9477-0,
10.1038/530413a,,,,,,,26,1,0,1,1,0,1,0.002164,10.1038/530413a,
10.1038/526315a,,,,,,,26,1,0,1,1,0,1,0.002164,10.1038/526315a,
10.1162/jeea_a_00026,,,,,,,26,1,0,1,1,0,1,0.001676,10.1162/jeea_a_00026,
10.1016/j.econlet.2006.07.006,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.econlet.2006.07.006,
10.1287/mnsc.1110.1478,,,,,,,26,1,0,1,1,0,1,0.001676,10.1287/mnsc.1110.1478,
10.1108/02683940010378045,,,,,,,26,1,0,1,1,0,1,0.001676,10.1108/02683940010378045,
10.1086/519540,,,,,,,26,2,0,2,2,0,2,0.003351,10.1086/519540,
10.1257/aer.98.3.990,,,,,,,26,1,0,1,1,0,1,0.001676,10.1257/aer.98.3.990,
10.1016/j.jebo.2010.08.008,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.jebo.2010.08.008,
10.1007/BF03396629,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/BF03396629,
10.1016/j.geb.2009.08.002,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.geb.2009.08.002,
10.1007/s10683-010-9254-4,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s10683-010-9254-4,
10.1007/s11211-005-8566-6,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s11211-005-8566-6,
10.1007/s10683-010-9263-3,,,,,,,26,1,0,1,1,0,1,0.001676,10.1007/s10683-010-9263-3,
10.1111/j.1465-7295.2012.00484.x,,,,,,,26,1,0,1,1,0,1,0.001676,10.1111/j.1465-7295.2012.00484.x,
10.1257/aer.97.3.999,,,,,,,26,1,0,1,1,0,1,0.001676,10.1257/aer.97.3.999,
10.1016/j.joep.2009.07.002,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.joep.2009.07.002,
10.1016/j.joep.2010.02.001,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.joep.2010.02.001,
10.1016/j.econlet.2007.09.012,,,,,,,19,1,0,1,1,0,1,0.005321,10.1016/j.econlet.2007.09.012,
10.2139/ssrn.988297,,,,,,,19,3,0,3,3,0,3,0.009796,10.2139/ssrn.988297,
10.1016/j.jebo.2007.10.006,,,,,,,19,3,0,3,3,0,3,0.00916,10.1016/j.jebo.2007.10.006,
10.1016/j.econlet.2004.08.007,,,,,,,19,2,0,2,2,0,2,0.006996,10.1016/j.econlet.2004.08.007,
10.1016/S0167-2681(01)00148-2,,,,,,,19,1,0,1,1,0,1,0.005321,10.1016/S0167-2681(01)00148-2,
10.1023/A:1011472501737,,,,,,,19,1,0,1,1,0,1,0.005321,10.1023/A:1011472501737,
10.1016/0167-4870(92)90031-2,,,,,,,19,3,0,3,3,0,3,0.019993,10.1016/0167-4870(92)90031-2,
10.2139/ssrn.1247262,,,,,,,19,1,0,1,1,0,1,0.005321,10.2139/ssrn.1247262,
10.1007/s10645-007-9061-2,,,,,,,19,1,0,1,1,0,1,0.005321,10.1007/s10645-007-9061-2,
10.1080/10463280240000055,,,,,,,19,2,0,2,2,0,2,0.006996,10.1080/10463280240000055,
10.2139/ssrn.800424,,,,,,,19,1,0,1,1,0,1,0.005321,10.2139/ssrn.800424,
10.1111/j.2044-8309.1985.tb00661.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.2044-8309.1985.tb00661.x,
10.1177/0146167287132002,,,,,,,50,3,0,3,3,0,3,0.010793,10.1177/0146167287132002,
10.1016/B978-0-12-497780-8.50019-X,,,,,,,8,3,0,3,3,0,3,0.006081,10.1016/B978-0-12-497780-8.50019-X,
10.1111/j.2044-8309.1984.tb00605.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.2044-8309.1984.tb00605.x,
10.1016/0022-1031(86)90041-7,,,,,,,8,1,0,1,1,0,1,0.002164,10.1016/0022-1031(86)90041-7,
10.1111/j.2044-8260.1979.tb00907.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.2044-8260.1979.tb00907.x,
10.1002/ejsp.2420170202,,,,,,,23,3,0,3,3,0,3,0.006647,10.1002/ejsp.2420170202,
10.1037/0003-066X.40.4.452,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0003-066X.40.4.452,
10.1002/ejsp.2420080310,,,,,,,8,1,0,1,1,0,1,0.002164,10.1002/ejsp.2420080310,
10.1037/0022-3514.44.1.55,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0022-3514.44.1.55,
10.1037/h0044074,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/h0044074,
10.1111/j.2044-8309.1983.tb00583.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.2044-8309.1983.tb00583.x,
10.1037/h0046572,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/h0046572,
10.1037/h0040958,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/h0040958,
10.1037/0022-3514.50.6.1083,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0022-3514.50.6.1083,
10.1016/B978-0-08-018316-9.50014-X,,,,,,,47,2,0,2,2,0,2,0.00384,10.1016/B978-0-08-018316-9.50014-X,
10.1037/0022-3514.35.10.691,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0022-3514.35.10.691,
10.1080/00224545.1982.9713409,,,,,,,8,1,0,1,1,0,1,0.002164,10.1080/00224545.1982.9713409,
10.1037/0022-3514.59.4.692,,,,,,,44,2,0,2,2,0,2,0.004405,10.1037/0022-3514.59.4.692,
10.2307/3033657,,,,,,,8,1,0,1,1,0,1,0.002164,10.2307/3033657,
10.1177/1046496494252005,,,,,,,8,1,0,1,1,0,1,0.002164,10.1177/1046496494252005,
10.1007/BF00912525,,,,,,,8,1,0,1,1,0,1,0.002164,10.1007/BF00912525,
10.1521/soco.1983.2.2.142,,,,,,,8,1,0,1,1,0,1,0.002164,10.1521/soco.1983.2.2.142,
10.1002/ejsp.2420120302,,,,,,,8,1,0,1,1,0,1,0.002164,10.1002/ejsp.2420120302,
10.1037/0022-3514.38.2.301,,,,,,,47,2,0,2,2,0,2,0.00384,10.1037/0022-3514.38.2.301,
10.1016/S0065-2601(08)60415-3,,,,,,,44,2,0,2,2,0,2,0.00384,10.1016/S0065-2601(08)60415-3,
10.3102/00346543053001005,,,,,,,8,1,0,1,1,0,1,0.002164,10.3102/00346543053001005,
10.1016/B978-0-12-362950-0.50014-8,,,,,,,8,1,0,1,1,0,1,0.002164,10.1016/B978-0-12-362950-0.50014-8,
10.1111/j.1540-4560.1985.tb01129.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.1540-4560.1985.tb01129.x,
10.1002/ejsp.2420220202,,,,,,,44,2,0,2,2,0,2,0.004405,10.1002/ejsp.2420220202,
10.1207/s15324834basp1003_3,,,,,,,8,1,0,1,1,0,1,0.002164,10.1207/s15324834basp1003_3,
10.1037/0022-3514.59.3.411,,,,,,,44,2,0,2,2,0,2,0.00384,10.1037/0022-3514.59.3.411,
10.1037/0022-3514.42.6.1051,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0022-3514.42.6.1051,
10.1037/0022-3514.59.3.475,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0022-3514.59.3.475,
10.1037/h0028284,,,,,,,32,3,0,3,3,0,3,0.005515,10.1037/h0028284,
10.1037/0096-3445.104.3.192,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0096-3445.104.3.192,
10.1111/j.1540-4560.1985.tb01130.x,,,,,,,44,2,0,2,2,0,2,0.004971,10.1111/j.1540-4560.1985.tb01130.x,
10.1007/BF02684426,,,,,,,8,1,0,1,1,0,1,0.002164,10.1007/BF02684426,
10.1111/j.1540-4560.1985.tb01128.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.1540-4560.1985.tb01128.x,
10.3102/00028312016002169,,,,,,,8,1,0,1,1,0,1,0.002164,10.3102/00028312016002169,
10.1037/h0042782,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/h0042782,
10.1037/h0021870,,,,,,,47,2,0,2,2,0,2,0.00384,10.1037/h0021870,
10.1016/B978-0-12-497780-8.50017-6,,,,,,,8,1,0,1,1,0,1,0.002164,10.1016/B978-0-12-497780-8.50017-6,
10.1111/j.1540-4560.1985.tb01134.x,,,,,,,8,2,0,2,2,0,2,0.00384,10.1111/j.1540-4560.1985.tb01134.x,
10.1037/0022-3514.56.3.364,,,,,,,50,2,0,2,2,0,2,0.005137,10.1037/0022-3514.56.3.364,
10.1002/ejsp.2420170203,,,,,,,8,1,0,1,1,0,1,0.002164,10.1002/ejsp.2420170203,
10.1111/j.1559-1816.1976.tb01313.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.1559-1816.1976.tb01313.x,
10.1177/014616727800400226,,,,,,,8,1,0,1,1,0,1,0.002164,10.1177/014616727800400226,
10.1037/0022-3514.36.12.1361,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0022-3514.36.12.1361,
10.1111/j.2044-8309.1984.tb00648.x,,,,,,,8,1,0,1,1,0,1,0.002164,10.1111/j.2044-8309.1984.tb00648.x,
10.1037/0033-2909.90.2.245,,,,,,,8,1,0,1,1,0,1,0.002164,10.1037/0033-2909.90.2.245,
10.1016/S0022-1031(77)80006-1,,,,,,,8,1,0,1,1,0,1,0.002164,10.1016/S0022-1031(77)80006-1,
10.1177/002200277802200304,,,,,,,8,1,0,1,1,0,1,0.002164,10.1177/002200277802200304,
10.2307/2785929,,,,,,,47,3,0,3,3,0,3,0.006981,10.2307/2785929,
10.1016/S0065-2601(08)60106-9,,,,,,,47,1,0,1,1,0,1,0.002653,10.1016/S0065-2601(08)60106-9,
10.1177/002200275800200106,,,,,,,47,1,0,1,1,0,1,0.008124,10.1177/002200275800200106,
10.1086/266996,,,,,,,47,2,0,2,2,0,2,0.011965,10.1086/266996,
10.1080/00224545.1969.9922375,,,,,,,47,4,0,4,4,0,4,0.013619,10.1080/00224545.1969.9922375,
10.1628/0932456041960560,,,,,,,26,3,0,3,3,0,3,0.005027,10.1628/0932456041960560,
10.1016/j.jebo.2014.04.024,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.jebo.2014.04.024,
10.2139/ssrn.2489890,,,,,,,26,1,0,1,1,0,1,0.001676,10.2139/ssrn.2489890,
10.2139/ssrn.2436936,,,,,,,26,2,0,2,2,0,2,0.003351,10.2139/ssrn.2436936,
10.2139/ssrn.2145388,,,,,,,26,1,0,1,1,0,1,0.001676,10.2139/ssrn.2145388,
10.1016/j.euroecorev.2009.08.006,,,,,,,28,3,0,3,3,0,3,0.008317,10.1016/j.euroecorev.2009.08.006,
10.1016/j.eneco.2006.09.002,,,,,,,26,1,0,1,1,0,1,0.001676,10.1016/j.eneco.2006.09.002,
10.1007/BF00130416,,,,,,,7,3,0,3,3,0,3,0.005027,10.1007/BF00130416,
10.1146/annurev.ps.18.020167.001323,,,,,,,47,5,0,5,5,0,5,0.008378,10.1146/annurev.ps.18.020167.001323,
10.1037/h0022604,,,,,,,6,1,0,1,1,0,1,0.001676,10.1037/h0022604,
10.1080/0091651X.1964.10120164,,,,,,,6,1,0,1,1,0,1,0.001676,10.1080/0091651X.1964.10120164,
10.1287/mnsc.5.1.5,,,,,,,47,3,0,3,3,0,3,0.056485,10.1287/mnsc.5.1.5,
10.1037/h0045737,,,,,,,47,3,0,3,3,0,3,0.044573,10.1037/h0045737,
10.1016/j.jet.2004.10.003,,,,,,,10,1,0,1,1,0,1,0.003212,10.1016/j.jet.2004.10.003,
10.1515/1446-9022.1366,,,,,,,10,1,0,1,1,0,1,0.003212,10.1515/1446-9022.1366,
10.1111/j.1467-937X.2009.00570.x,,,,,,,10,1,0,1,1,0,1,0.003212,10.1111/j.1467-937X.2009.00570.x,
10.3982/ECTA11781,,,,,,,10,1,0,1,1,0,1,0.003212,10.3982/ECTA11781,
10.1073/pnas.1110069108,,,,,,,10,2,0,2,2,0,2,0.011054,10.1073/pnas.1110069108,
10.2307/3033543,,,,,,,10,1,0,1,1,0,1,0.003212,10.2307/3033543,
10.1088/1742-5468/2008/10/P10008,,,,,,,10,1,0,1,1,0,1,0.003212,10.1088/1742-5468/2008/10/P10008,
10.1016/j.jtbi.2005.08.008,,,,,,,10,5,0,5,5,0,5,0.024172,10.1016/j.jtbi.2005.08.008,
10.1016/j.jtbi.2009.03.035,,,,,,,10,2,0,2,2,0,2,0.007348,10.1016/j.jtbi.2009.03.035,
10.1098/rstb.2009.0215,,,,,,,10,6,0,6,6,0,6,0.05109,10.1098/rstb.2009.0215,
10.1103/PhysRevE.69.065102,,,,,,,10,3,0,3,3,0,3,0.027887,10.1103/PhysRevE.69.065102,
10.1287/mnsc.1060.0625,,,,,,,10,5,0,5,5,0,5,0.037335,10.1287/mnsc.1060.0625,
10.1007/BF00182852,,,,,,,44,1,0,1,1,0,1,0.005559,10.1007/BF00182852,
10.1016/S0167-2681(99)00005-0,,,,,,,44,1,0,1,1,0,1,0.005559,10.1016/S0167-2681(99)00005-0,
10.1023/A:1011449606931,,,,,,,26,3,0,3,3,0,3,0.038669,10.1023/A:1011449606931,
10.2307/1912672,,,,,,,44,4,0,4,4,0,4,0.02164,10.2307/1912672,
10.2307/1912820,,,,,,,44,1,0,1,1,0,1,0.005559,10.2307/1912820,
10.1007/BF00114874,,,,,,,44,1,0,1,1,0,1,0.005559,10.1007/BF00114874,
10.1146/annurev.ps.45.020194.001213,,,,,,,44,1,0,1,1,0,1,0.005559,10.1146/annurev.ps.45.020194.001213,
10.1111/j.1744-7348.1951.tb07820.x,,,,,,,18,1,0,1,1,0,1,0.004555,10.1111/j.1744-7348.1951.tb07820.x,
10.1037/h0062264,,,,,,,18,1,0,1,1,0,1,0.004555,10.1037/h0062264,
10.1098/rspb.1979.0080,,,,,,,18,1,0,1,1,0,1,0.004555,10.1098/rspb.1979.0080,
10.1111/j.2164-0947.1940.tb00091.x,,,,,,,18,1,0,1,1,0,1,0.004555,10.1111/j.2164-0947.1940.tb00091.x,
10.1037/10772-000,,,,,,,18,1,0,1,1,0,1,0.004555,10.1037/10772-000,
10.1038/213533a0,,,,,,,18,1,0,1,1,0,1,0.004555,10.1038/213533a0,
10.1111/j.1467-9280.2008.02062.x,,,,,,,36,1,0,1,1,0,1,0.001676,10.1111/j.1467-9280.2008.02062.x,
10.1080/14616690801941084,,,,,,,36,1,0,1,1,0,1,0.001676,10.1080/14616690801941084,
10.1111/0023-8333.00119,,,,,,,36,1,0,1,1,0,1,0.001676,10.1111/0023-8333.00119,
10.1111/j.1533-8525.2004.tb00017.x,,,,,,,36,1,0,1,1,0,1,0.001676,10.1111/j.1533-8525.2004.tb00017.x,
10.2307/2096423,,,,,,,36,1,0,1,1,0,1,0.001676,10.2307/2096423,
10.1111/j.1467-6486.2011.01029.x,,,,,,,36,1,0,1,1,0,1,0.001676,10.1111/j.1467-6486.2011.01029.x,
10.1177/0022002182013002003,,,,,,,36,1,0,1,1,0,1,0.001676,10.1177/0022002182013002003,
10.1111/j.1467-6486.1996.tb00814.x,,,,,,,36,1,0,1,1,0,1,0.001676,10.1111/j.1467-6486.1996.tb00814.x,
