Source,Target,Type,Id,Label,timeset,Weight
10.1007/s10683-012-9327-7,10.1046/j.0013-0133.2003.00180.x,Directed,61564,,,1
10.1007/s10683-012-9327-7,10.1007/s10683-008-9197-1,Directed,61565,,,1
10.1007/s10683-012-9327-7,10.1111/j.1465-7295.2010.00295.x,Directed,61566,,,1
10.1007/s10683-012-9327-7,10.1016/j.jebo.2008.02.012,Directed,61567,,,1
10.1007/s10683-012-9327-7,10.1057/9780230522343_11,Directed,61568,,,1
10.1007/s10683-012-9327-7,10.1162/1542476042782297,Directed,61569,,,1
10.1007/s10683-011-9274-8,10.1126/science.1153808,Directed,61570,,,1
10.1007/s10683-011-9274-8,10.1257/aer.91.2.73,Directed,61571,,,1
10.1007/s10683-011-9274-8,10.2307/2118508,Directed,61572,,,1
10.1007/s10683-011-9274-8,10.1016/S0047-2727(98)00072-3,Directed,61573,,,1
10.1007/s10683-011-9274-8,10.1016/0167-2681(93)90001-6,Directed,61574,,,1
10.1007/s10683-011-9274-8,10.1023/A:1020317321607,Directed,61575,,,1
10.1007/s10683-011-9274-8,10.1016/j.geb.2017.01.002,Directed,61576,,,1
10.1007/s10683-011-9274-8,10.1016/0167-2681(94)90084-1,Directed,61577,,,1
10.1007/s10683-011-9274-8,10.1016/S0167-2681(01)00243-8,Directed,61578,,,1
10.1007/s10683-011-9274-8,10.2307/2787085,Directed,61579,,,1
10.1007/s10683-011-9274-8,10.1080/738552683,Directed,61580,,,1
10.1007/s10683-011-9274-8,10.2139/ssrn.630483,Directed,61581,,,1
10.1007/s10683-011-9274-8,10.1016/0167-4870(86)90012-7,Directed,61582,,,1
10.1016/j.socec.2006.12.073,10.1016/0047-2727(81)90013-X,Directed,61583,,,1
10.1016/j.socec.2006.12.073,10.1016/j.jpubeco.2005.06.002,Directed,61584,,,1
10.1016/j.socec.2006.12.073,10.1111/j.1465-7295.1991.tb01276.x,Directed,61585,,,1
10.1016/j.socec.2006.12.073,10.1086/226937,Directed,61586,,,1
10.1016/j.socec.2006.12.073,10.1007/BF00140829,Directed,61587,,,1
10.1016/j.socec.2006.12.073,10.1177/0022002795039003007,Directed,61588,,,1
10.1016/j.socec.2006.12.073,10.1007/BF01048198,Directed,61589,,,1
10.1016/j.socec.2006.12.073,10.1086/227094,Directed,61590,,,1
10.1016/j.socec.2006.12.073,10.1006/obhd.1993.1029,Directed,61591,,,1
10.1016/j.socec.2006.12.073,10.1016/j.euroecorev.2005.01.009,Directed,61592,,,1
10.1016/j.socec.2006.12.073,10.1016/0167-4870(92)90037-8,Directed,61593,,,1
10.1257/0002828041302082,10.1016/j.jebo.2003.11.007,Directed,61594,,,1
10.1257/0002828041302082,10.1086/226937,Directed,61595,,,1
10.1016/0047-2727(88)90043-6,10.2307/1882648,Directed,61596,,,1
10.1016/0047-2727(88)90043-6,10.1016/0047-2727(81)90013-X,Directed,61597,,,1
10.1016/0047-2727(88)90043-6,10.1016/0047-2727(85)90038-6,Directed,61598,,,1
10.1016/0047-2727(88)90043-6,10.1016/0167-2681(86)90021-1,Directed,61599,,,1
10.1016/0047-2727(88)90043-6,10.1007/BF00140829,Directed,61600,,,1
10.2307/2118508,10.1016/0047-2727(88)90043-6,Directed,61601,,,1
10.2307/2118508,10.1016/0047-2727(94)90068-X,Directed,61602,,,1
10.2307/2118508,10.2307/1882648,Directed,61603,,,1
10.2307/2118508,10.2307/2234532,Directed,61604,,,1
10.2307/2118508,10.1111/j.1465-7295.1991.tb01276.x,Directed,61605,,,1
10.2307/2118508,10.1177/0022002788032001008,Directed,61606,,,1
10.2307/2118508,10.1111/j.2044-8309.1987.tb00770.x,Directed,61607,,,1
10.1016/j.jpubeco.2012.08.003,10.1038/415137a,Directed,61608,,,1
10.1016/j.jpubeco.2012.08.003,10.1257/aer.90.4.980,Directed,61609,,,1
10.1016/j.jpubeco.2012.08.003,10.1126/science.1153808,Directed,61610,,,1
10.1016/j.jpubeco.2012.08.003,10.1126/science.1123633,Directed,61611,,,1
10.1016/j.jpubeco.2012.08.003,10.1257/aer.90.1.247,Directed,61612,,,1
10.1016/j.jpubeco.2012.08.003,10.1126/science.1164744,Directed,61613,,,1
10.1016/j.jpubeco.2012.08.003,10.2307/1964229,Directed,61614,,,1
10.1016/j.jpubeco.2012.08.003,10.1257/000282803321455359,Directed,61615,,,1
10.1016/j.jpubeco.2012.08.003,10.1098/rspb.2007.1558,Directed,61616,,,1
10.1016/j.jpubeco.2012.08.003,10.1007/s00199-007-0212-0,Directed,61617,,,1
10.1016/j.jpubeco.2012.08.003,10.1257/aer.99.4.1335,Directed,61618,,,1
10.1016/j.jpubeco.2012.08.003,10.1073/pnas.1105456108,Directed,61619,,,1
10.1016/j.jpubeco.2012.08.003,10.1098/rspb.2008.1082,Directed,61620,,,1
10.1016/j.jpubeco.2012.08.003,10.1007/s10683-006-9127-z,Directed,61621,,,1
10.1016/j.jpubeco.2012.08.003,10.1016/j.euroecorev.2008.09.007,Directed,61622,,,1
10.1016/j.jpubeco.2012.08.003,10.1037/0022-3514.51.1.110,Directed,61623,,,1
10.1016/j.jpubeco.2012.08.003,10.1093/ei/cbi045,Directed,61624,,,1
10.1016/j.jpubeco.2012.08.003,10.1111/j.1465-7295.1991.tb01276.x,Directed,61625,,,1
10.1016/j.jpubeco.2012.08.003,10.1016/j.jpubeco.2009.10.007,Directed,61626,,,1
10.1016/j.jpubeco.2012.08.003,10.1007/s11127-006-9075-3,Directed,61627,,,1
10.1016/j.jpubeco.2012.08.003,10.1177/0022002703258795,Directed,61628,,,1
10.1016/j.jpubeco.2012.08.003,10.1111/j.1465-7295.2011.00452.x,Directed,61629,,,1
10.1007/s10683-014-9392-1,10.1257/aer.90.1.247,Directed,61630,,,1
10.1007/s10683-014-9392-1,10.2307/1964229,Directed,61631,,,1
10.1007/s10683-014-9392-1,10.1016/j.geb.2004.08.007,Directed,61632,,,1
10.1007/s10683-014-9392-1,10.1037/0022-3514.51.1.110,Directed,61633,,,1
10.1007/s10683-014-9392-1,10.1016/j.jpubeco.2012.08.003,Directed,61634,,,1
10.1007/s10683-014-9392-1,10.1007/s10683-013-9389-1,Directed,61635,,,1
10.1007/s10683-014-9392-1,10.1016/j.jpubeco.2008.06.002,Directed,61636,,,1
10.1007/s10683-014-9392-1,10.1023/A:1018316500800,Directed,61637,,,1
10.1007/s10683-014-9392-1,10.1006/obhd.1993.1029,Directed,61638,,,1
10.1007/s10683-014-9392-1,10.1002/bdm.3960050205,Directed,61639,,,1
10.1007/s10683-014-9392-1,10.1016/0167-4870(92)90037-8,Directed,61640,,,1
10.1007/s10683-014-9392-1,10.1016/S0899-8256(02)00012-X,Directed,61641,,,1
10.1007/s10683-014-9392-1,10.2307/1960862,Directed,61642,,,1
10.2307/2234532,10.1006/game.1996.0013,Directed,61643,,,1
10.2307/2234532,10.1016/0167-2681(86)90021-1,Directed,61644,,,1
10.2307/2234532,10.1037/h0029849,Directed,61645,,,1
10.1016/j.joep.2007.07.008,10.1016/S0167-2681(98)00121-8,Directed,61646,,,1
10.1016/j.joep.2007.07.008,10.1046/j.0013-0133.2003.00180.x,Directed,61647,,,1
10.1016/j.joep.2007.07.008,10.1086/231401,Directed,61648,,,1
10.1016/j.joep.2007.07.008,10.1093/sf/70.1.107,Directed,61649,,,1
10.1073/pnas.96.19.10933,10.1006/game.1996.0013,Directed,61650,,,1
10.1073/pnas.96.19.10933,10.1016/0167-2681(86)90021-1,Directed,61651,,,1
10.1073/pnas.96.19.10933,10.1111/j.1465-7295.1991.tb01276.x,Directed,61652,,,1
10.1073/pnas.96.19.10933,10.1016/0047-2727(92)90006-2,Directed,61653,,,1
10.1073/pnas.96.19.10933,10.1016/0022-2496(78)90030-5,Directed,61654,,,1
10.1006/game.2001.0904,10.1006/game.1995.1027,Directed,61655,,,1
10.1006/game.2001.0904,10.2307/2234532,Directed,61656,,,1
10.1006/game.2001.0904,10.1086/261598,Directed,61657,,,1
10.1006/game.2001.0904,10.1016/0001-6918(92)90052-F,Directed,61658,,,1
10.3389/fnbeh.2016.00053,10.1038/415137a,Directed,61659,,,1
10.3389/fnbeh.2016.00053,10.1257/aer.90.4.980,Directed,61660,,,1
10.3389/fnbeh.2016.00053,10.1126/science.1153808,Directed,61661,,,1
10.3389/fnbeh.2016.00053,10.1038/nature06723,Directed,61662,,,1
10.3389/fnbeh.2016.00053,10.1038/nature01474,Directed,61663,,,1
10.3389/fnbeh.2016.00053,10.2307/1964229,Directed,61664,,,1
10.3389/fnbeh.2016.00053,10.1098/rspb.2007.1558,Directed,61665,,,1
10.3389/fnbeh.2016.00053,10.1016/j.geb.2004.08.007,Directed,61666,,,1
10.3389/fnbeh.2016.00053,10.1007/s00199-007-0212-0,Directed,61667,,,1
10.3389/fnbeh.2016.00053,10.1007/s10683-006-9127-z,Directed,61668,,,1
10.3389/fnbeh.2016.00053,10.1016/j.jpubeco.2012.05.014,Directed,61669,,,1
10.3389/fnbeh.2016.00053,10.1016/j.euroecorev.2010.04.003,Directed,61670,,,1
10.3389/fnbeh.2016.00053,10.1016/j.geb.2012.10.011,Directed,61671,,,1
10.3389/fnbeh.2016.00053,10.1007/s00355-015-0884-5,Directed,61672,,,1
10.1016/j.euroecorev.2016.02.022,10.2139/ssrn.203288,Directed,61673,,,1
10.1016/j.euroecorev.2016.02.022,10.1038/nature04981,Directed,61674,,,1
10.1016/j.euroecorev.2016.02.022,10.1257/000282806777211658,Directed,61675,,,1
10.1016/j.euroecorev.2016.02.022,10.1016/j.joep.2005.06.015,Directed,61676,,,1
10.1016/j.euroecorev.2016.02.022,10.1371/journal.pone.0090923,Directed,61677,,,1
10.1016/j.euroecorev.2016.02.022,10.1007/s10683-017-9511-x,Directed,61678,,,1
10.1016/j.euroecorev.2016.02.022,10.1016/j.jebo.2016.09.005,Directed,61679,,,1
10.1016/j.euroecorev.2016.02.022,10.1016/j.evolhumbehav.2007.09.001,Directed,61680,,,1
10.1177/000312240507000307,10.2307/2096408,Directed,61681,,,1
10.1177/000312240507000307,10.1086/318965,Directed,61682,,,1
10.1177/000312240507000307,10.2307/2786661,Directed,61683,,,1
10.1177/000312240507000307,10.1037/0022-3514.46.5.1044,Directed,61684,,,1
10.1177/000312240507000307,10.2307/1519827,Directed,61685,,,1
10.1177/000312240507000307,10.1093/sf/70.1.107,Directed,61686,,,1
10.2307/1519827,10.1016/S0896-6273(02)00755-9,Directed,61687,,,1
10.2307/1519827,10.1016/0167-2681(93)90001-6,Directed,61688,,,1
10.2307/1519827,10.1016/0167-2681(94)90084-1,Directed,61689,,,1
10.2307/1519827,10.1016/0001-6918(88)90047-9,Directed,61690,,,1
10.2307/1519827,10.2307/2787085,Directed,61691,,,1
10.2307/1519827,10.1177/01461672972312007,Directed,61692,,,1
10.2307/1519827,10.2307/2786779,Directed,61693,,,1
10.2307/1519827,10.2307/2786837,Directed,61694,,,1
10.2307/1519827,10.1016/0022-1031(83)90014-8,Directed,61695,,,1
10.1016/j.socec.2015.03.007,10.1257/aer.90.4.980,Directed,61696,,,1
10.1016/j.socec.2015.03.007,10.1126/science.1153808,Directed,61697,,,1
10.1016/j.socec.2015.03.007,10.1038/415424a,Directed,61698,,,1
10.1016/j.socec.2015.03.007,10.1126/science.1164744,Directed,61699,,,1
10.1016/j.socec.2015.03.007,10.1016/j.jebo.2005.12.006,Directed,61700,,,1
10.1016/j.socec.2015.03.007,10.1016/j.jebo.2003.11.010,Directed,61701,,,1
10.1016/j.socec.2015.03.007,10.1016/j.jpubeco.2005.06.002,Directed,61702,,,1
10.1016/j.socec.2015.03.007,10.1016/j.jpubeco.2012.05.014,Directed,61703,,,1
10.1016/j.socec.2015.03.007,10.1023/A:1020832203804,Directed,61704,,,1
10.1016/j.socec.2015.03.007,10.1007/s10645-008-9094-1,Directed,61705,,,1
10.1016/j.socec.2015.03.007,10.1016/j.econlet.2009.04.012,Directed,61706,,,1
10.1016/j.socec.2015.03.007,10.1037/a0015458,Directed,61707,,,1
10.1016/0167-4870(94)90009-4,10.1016/0047-2727(81)90013-X,Directed,61708,,,1
10.1016/0167-4870(94)90009-4,10.1016/0167-4870(90)90047-D,Directed,61709,,,1
10.1016/0167-4870(94)90009-4,10.1037/h0024914,Directed,61710,,,1
10.1016/0167-4870(94)90009-4,10.1037/h0028872,Directed,61711,,,1
10.1038/srep27160,10.1038/415424a,Directed,61712,,,1
10.1038/srep27160,10.1073/pnas.1108243108,Directed,61713,,,1
10.1038/srep27160,10.1073/pnas.1206681109,Directed,61714,,,1
10.1038/srep27160,10.1177/0146167204264004,Directed,61715,,,1
10.1038/srep27160,10.1073/pnas.1120867109,Directed,61716,,,1
10.1038/srep27160,10.1016/j.geb.2012.05.007,Directed,61717,,,1
10.1038/srep27160,10.1073/pnas.1415883112,Directed,61718,,,1
10.1038/srep27160,10.1016/j.jebo.2005.03.008,Directed,61719,,,1
10.1038/srep27160,10.1038/srep06790,Directed,61720,,,1
10.1038/srep27160,10.1038/srep07937,Directed,61721,,,1
10.1038/srep27160,10.1038/ncomms5939,Directed,61722,,,1
10.1177/0022002706290433,10.1257/aer.90.1.247,Directed,61723,,,1
10.1177/0022002706290433,10.1111/1467-9442.00182,Directed,61724,,,1
10.1177/0022002706290433,10.2307/2118508,Directed,61725,,,1
10.1177/0022002706290433,10.1016/S0167-2681(99)00045-1,Directed,61726,,,1
10.1177/0022002706290433,10.1016/0047-2727(85)90038-6,Directed,61727,,,1
10.1177/0022002706290433,10.1016/j.jebo.2009.11.001,Directed,61728,,,1
10.1177/0022002706290433,10.1016/S0167-2681(97)00042-5,Directed,61729,,,1
10.1177/0022002706290433,10.1016/j.obhdp.2005.08.005,Directed,61730,,,1
10.1177/0022002706290433,10.1016/j.geb.2008.11.013,Directed,61731,,,1
10.1177/0022002706290433,10.1016/0047-2727(95)01534-5,Directed,61732,,,1
10.1177/0022002706290433,10.1023/A:1009996324622,Directed,61733,,,1
10.1177/0022002706290433,10.1016/S0165-1765(99)00177-9,Directed,61734,,,1
10.1177/0022002706290433,10.1006/obhd.1995.1015,Directed,61735,,,1
10.1177/0022002706290433,10.1006/jesp.1995.1001,Directed,61736,,,1
10.1177/0022002706290433,10.1037/0022-3514.78.1.92,Directed,61737,,,1
10.1177/0022002706290433,10.1006/jesp.1998.1366,Directed,61738,,,1
10.1177/0022002706290433,10.1177/0022002788032001008,Directed,61739,,,1
10.1177/0022002706290433,10.2307/2787100,Directed,61740,,,1
10.1177/0022002706290433,10.1006/game.1995.1029,Directed,61741,,,1
10.1177/0022002706290433,10.1002/bdm.402,Directed,61742,,,1
10.1177/0022002706290433,10.1016/0001-6918(88)90048-0,Directed,61743,,,1
10.1177/1059601198234004,10.2307/1964229,Directed,61744,,,1
10.1177/1059601198234004,10.1037/0022-3514.54.5.811,Directed,61745,,,1
10.1177/1059601198234004,10.1086/226937,Directed,61746,,,1
10.1177/1059601198234004,10.1111/j.1467-6494.1986.tb00413.x,Directed,61747,,,1
10.1177/1059601198234004,10.1016/0022-1031(87)90032-1,Directed,61748,,,1
10.1177/1059601198234004,10.1177/0146167283091015,Directed,61749,,,1
10.1177/1059601198234004,10.1177/0022002792036004003,Directed,61750,,,1
10.1177/0022002792036004003,10.1086/226937,Directed,61751,,,1
10.1177/0022002792036004003,10.1037/0022-3514.44.2.294,Directed,61752,,,1
10.1177/0022002792036004003,10.1037/0022-3514.45.4.819,Directed,61753,,,1
10.1177/0022002792036004003,10.2307/1956014,Directed,61754,,,1
10.1177/0022002792036004003,10.1086/227094,Directed,61755,,,1
10.1177/0022002792036004003,10.1177/0022002788032001008,Directed,61756,,,1
10.1177/0022002792036004003,10.1037/0022-3514.56.5.748,Directed,61757,,,1
10.1177/0022002792036004003,10.1177/002200277802200307,Directed,61758,,,1
10.1177/0022002792036004003,10.1037//0022-3514.48.2.364,Directed,61759,,,1
10.3758/BF03331202,10.1037/h0022678,Directed,61760,,,1
10.3758/BF03331202,10.1177/002200276701100207,Directed,61761,,,1
10.3758/BF03331202,10.1037/h0025299,Directed,61762,,,1
10.1016/j.socec.2016.09.002,10.1257/aer.100.1.541,Directed,61763,,,1
10.1016/j.socec.2016.09.002,10.1111/j.1468-0297.2009.02267.x,Directed,61764,,,1
10.1016/j.socec.2016.09.002,10.1016/S0047-2727(03)00021-5,Directed,61765,,,1
10.1016/j.socec.2016.09.002,10.1016/0047-2727(88)90043-6,Directed,61766,,,1
10.1016/j.socec.2016.09.002,10.1016/0047-2727(94)90068-X,Directed,61767,,,1
10.1016/j.socec.2016.09.002,10.2307/1882648,Directed,61768,,,1
10.1016/j.socec.2016.09.002,10.1016/j.jpubeco.2010.03.002,Directed,61769,,,1
10.1016/j.socec.2016.09.002,10.1257/00028280260344605,Directed,61770,,,1
10.1016/j.socec.2016.09.002,10.1016/j.euroecorev.2010.04.003,Directed,61771,,,1
10.1016/j.socec.2016.09.002,10.1016/j.jpubeco.2010.11.016,Directed,61772,,,1
10.1016/j.socec.2016.09.002,10.1007/BF00140829,Directed,61773,,,1
10.1016/j.socec.2016.09.002,10.1016/0047-2727(95)01544-2,Directed,61774,,,1
10.1016/j.socec.2016.09.002,10.1257/aer.98.2.376,Directed,61775,,,1
10.1016/j.socec.2016.09.002,10.1016/j.jpubeco.2014.05.009,Directed,61776,,,1
10.1016/j.socec.2016.09.002,10.1086/669253,Directed,61777,,,1
10.1016/j.socec.2016.09.002,10.1016/j.econlet.2009.05.016,Directed,61778,,,1
10.1016/j.socec.2016.09.002,10.1257/aer.p20151018,Directed,61779,,,1
10.3390/g9010005,10.1038/ncomms4677,Directed,61780,,,1
10.3390/g9010005,10.1257/aer.102.2.720,Directed,61781,,,1
10.3390/g9010005,10.1257/aer.101.1.411,Directed,61782,,,1
10.3390/g9010005,10.1016/j.geb.2008.07.003,Directed,61783,,,1
10.3390/g9010005,10.1016/j.jebo.2013.12.007,Directed,61784,,,1
10.3390/g9010005,10.1371/journal.pone.0171252,Directed,61785,,,1
10.3390/g9010005,10.1016/j.cognition.2017.01.017,Directed,61786,,,1
10.3390/g9010005,10.1007/s10683-016-9494-z,Directed,61787,,,1
10.3390/g9010005,10.1016/j.geb.2017.01.004,Directed,61788,,,1
10.3390/g9010005,10.1016/0022-2496(78)90030-5,Directed,61789,,,1
10.3390/g9010005,10.1016/j.geb.2017.06.013,Directed,61790,,,1
10.3390/g9010005,10.1287/mnsc.2015.2168,Directed,61791,,,1
10.3390/g9010005,10.1007/s00182-012-0341-y,Directed,61792,,,1
10.1007/s40881-017-0035-0,10.1038/srep06790,Directed,61793,,,1
10.1007/s40881-017-0035-0,10.1038/ncomms4677,Directed,61794,,,1
10.1007/s40881-017-0035-0,10.1016/j.cognition.2017.01.017,Directed,61795,,,1
10.1007/s40881-017-0035-0,10.1038/ncomms5939,Directed,61796,,,1
10.1002/smj.740,10.2307/2234532,Directed,61797,,,1
10.1002/smj.740,10.1177/002200278002400301,Directed,61798,,,1
10.1002/smj.740,10.2307/2095951,Directed,61799,,,1
10.1002/smj.740,10.1006/obhd.2000.2882,Directed,61800,,,1
10.1002/smj.740,10.1016/j.jm.2002.12.003,Directed,61801,,,1
10.1002/smj.740,10.1177/0022002789033004007,Directed,61802,,,1
10.1177/104649647700800404,10.1037/h0022678,Directed,61803,,,1
10.1002/bdm.1892,10.1038/415137a,Directed,61804,,,1
10.1002/bdm.1892,10.1038/nature06723,Directed,61805,,,1
10.1002/bdm.1892,10.1016/j.jpubeco.2006.10.007,Directed,61806,,,1
10.1002/bdm.1892,10.1111/j.1465-7295.1991.tb01276.x,Directed,61807,,,1
10.1002/bdm.1892,10.2307/2695887,Directed,61808,,,1
10.1002/bdm.1892,10.1111/j.1559-1816.1995.tb01594.x,Directed,61809,,,1
10.1002/bdm.1892,10.1037/0022-3514.44.2.294,Directed,61810,,,1
10.1002/bdm.1892,10.1006/game.2001.0892,Directed,61811,,,1
10.1002/bdm.1892,10.1016/j.joep.2012.02.006,Directed,61812,,,1
10.1002/bdm.1892,10.1023/A:1018316500800,Directed,61813,,,1
10.1002/bdm.1892,10.1177/0022002788032001008,Directed,61814,,,1
10.1002/bdm.1892,10.1177/0022002790034003002,Directed,61815,,,1
10.1002/bdm.1892,10.1006/obhd.1997.2684,Directed,61816,,,1
10.1002/bdm.1892,10.1002/bdm.402,Directed,61817,,,1
10.1002/bdm.1892,10.1006/jmps.1993.1015,Directed,61818,,,1
10.1002/bdm.1892,10.1016/0001-6918(92)90052-F,Directed,61819,,,1
10.1002/bdm.1892,10.1007/BF01262516,Directed,61820,,,1
10.1016/j.joep.2012.02.006,10.1016/S0167-2681(99)00045-1,Directed,61821,,,1
10.1016/j.joep.2012.02.006,10.2307/2695887,Directed,61822,,,1
10.1016/j.joep.2012.02.006,10.1037/0022-3514.46.5.1044,Directed,61823,,,1
10.1016/j.joep.2012.02.006,10.1006/obhd.1999.2825,Directed,61824,,,1
10.1016/j.joep.2012.02.006,10.1037/0022-3514.44.2.294,Directed,61825,,,1
10.1016/j.joep.2012.02.006,10.1016/0001-6918(88)90047-9,Directed,61826,,,1
10.1016/j.joep.2012.02.006,10.1016/0167-4870(92)90056-D,Directed,61827,,,1
10.1016/j.joep.2012.02.006,10.1016/0022-1031(68)90046-2,Directed,61828,,,1
10.1016/j.joep.2012.02.006,10.1177/0146167283091015,Directed,61829,,,1
10.1016/j.joep.2012.02.006,10.1177/1046496408322761,Directed,61830,,,1
10.1016/j.joep.2012.02.006,10.1016/0022-1031(91)90032-2,Directed,61831,,,1
10.1016/j.gloenvcha.2013.08.003,10.1126/science.1193649,Directed,61832,,,1
10.1016/j.gloenvcha.2013.08.003,10.1073/pnas.0408759102,Directed,61833,,,1
10.1016/j.gloenvcha.2013.08.003,10.1073/pnas.1105186108,Directed,61834,,,1
10.1016/j.gloenvcha.2013.08.003,10.1016/j.ecolecon.2011.05.011,Directed,61835,,,1
10.1002/bdm.1880,10.1037/0033-2909.129.5.698,Directed,61836,,,1
10.1002/bdm.1880,10.1007/s11166-009-9080-2,Directed,61837,,,1
10.1002/bdm.1880,10.1007/s11238-012-9318-3,Directed,61838,,,1
10.1016/j.obhdp.2012.12.001,10.1038/nature06723,Directed,61839,,,1
10.1016/j.obhdp.2012.12.001,10.1177/0022002709352443,Directed,61840,,,1
10.1016/j.obhdp.2012.12.001,10.1016/j.geb.2008.07.003,Directed,61841,,,1
10.1016/j.obhdp.2012.12.001,10.2307/2234532,Directed,61842,,,1
10.1016/j.obhdp.2012.12.001,10.1073/pnas.0905918106,Directed,61843,,,1
10.1016/j.obhdp.2012.12.001,10.1016/0167-2681(86)90021-1,Directed,61844,,,1
10.1016/j.obhdp.2012.12.001,10.1111/1468-0297.00588,Directed,61845,,,1
10.1016/j.obhdp.2012.12.001,10.1006/game.2001.0892,Directed,61846,,,1
10.1016/j.obhdp.2012.12.001,10.1016/S0167-2681(01)00223-2,Directed,61847,,,1
10.1016/j.obhdp.2012.12.001,10.2139/ssrn.905024,Directed,61848,,,1
10.1016/j.obhdp.2012.12.001,10.1016/j.evolhumbehav.2007.12.005,Directed,61849,,,1
10.1111/j.1475-5890.2009.00092.x,10.2139/ssrn.203288,Directed,61850,,,1
10.1111/j.1475-5890.2009.00092.x,10.1016/j.jebo.2003.06.006,Directed,61851,,,1
10.1111/j.1475-5890.2009.00092.x,10.1016/0047-2727(88)90043-6,Directed,61852,,,1
10.1111/j.1475-5890.2009.00092.x,10.2307/1882648,Directed,61853,,,1
10.1111/j.1475-5890.2009.00092.x,10.1016/j.jebo.2003.11.006,Directed,61854,,,1
10.1111/j.1475-5890.2009.00092.x,10.1016/j.jebo.2005.03.008,Directed,61855,,,1
10.1111/j.1475-5890.2009.00092.x,10.1016/j.agsy.2004.07.008,Directed,61856,,,1
10.1111/j.1475-5890.2009.00092.x,10.1111/j.1465-7295.1988.tb01519.x,Directed,61857,,,1
10.1111/j.1475-5890.2009.00092.x,10.1086/226937,Directed,61858,,,1
10.1111/j.1475-5890.2009.00092.x,10.1257/0002828041302082,Directed,61859,,,1
10.1111/j.1475-5890.2009.00092.x,10.1177/01461672012712009,Directed,61860,,,1
10.1037/1089-2699.8.1.40,10.1016/0047-2727(94)90068-X,Directed,61861,,,1
10.1037/1089-2699.8.1.40,10.2307/1882648,Directed,61862,,,1
10.1037/1089-2699.8.1.40,10.1086/226937,Directed,61863,,,1
10.1037/1089-2699.8.1.40,10.2307/1956014,Directed,61864,,,1
10.1037/1089-2699.8.1.40,10.1002/ejsp.2420140302,Directed,61865,,,1
10.1037/1089-2699.8.1.40,10.1016/0749-5978(89)90012-5,Directed,61866,,,1
10.1037/1089-2699.8.1.40,10.1016/0022-1031(89)90024-3,Directed,61867,,,1
